Campaign,Type,Product,Channel,Advertiser,Industry,Agency,SFDC OID,Rep_ID,CPA/CPM,Start Date,End Date,CPM Price,Contracted Impressions,Booked Impressions,Delivered Impressions,Contracted Deal,Revised Deal,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01
All Web Leads: Auto Converters CPA Campaign April 2012,Perf LAL,Perf LAL,Inside,All Web Leads,FS: Insurance,Direct,,,CPA,2012-03-20,2012-04-19,6.0,1750,,,10500.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4064.51612903226,6435.48387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allied Van Lines: Q4 2011 Leads **CANCELLED**,Perf LAL,Perf LAL,Inside,Allied Vans Lines,FS: Other,Sirva,,,CPM,2011-12-01,2011-12-27,3.5,2857143,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allstate DRO Online - Q2 2011,Perf LAL,Perf LAL,Direct,Allstate,FS: Insurance,Starcom,,,CPM,2011-04-01,2011-06-30,2.5,36000000,,,90000.0,90000.0,0,0,0,0,0,0,0,29670.3296703297,30659.3406593407,29670.3296703297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allstate DRO Online - Q3 2011,Perf LAL,Perf LAL,Direct,Allstate,FS: Insurance,Starcom,,,CPM,2011-07-01,2011-11-30,2.5,120000000,,,450000.0,298615.34,0,0,0,0,0,0,0,0,0,0,60784.3137254902,60784.3137254902,58823.5294117647,60784.3137254902,58823.5294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allstate DRO Online - Q3/Q4 2011  Incremental,Perf LAL,Perf LAL,Direct,Allstate,FS: Insurance,Starcom,,,CPM,2011-09-23,2011-11-30,2.5,20000000,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,5797.10144927536,22463.768115942,21739.1304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allstate_122009,Perf LAL,Perf LAL,Direct,Allstate,,,,,CPA,2009-12-11,2009-12-30,,,,,293000.0,,62785.71,92683.67,83714.29,53816.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmericanTelecast_CPA_Jan2013,Perf LAL,Perf LAL,Inside,American Telecast,Retail,Direct,14612,,CPA,2013-01-01,2013-01-31,,,,,90000.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000.0,0,0,0,0,0,0,0,0,0,0,0
AMEX 2011 Q1-Q2 CTN Display ,Perf LAL,Perf LAL,Direct,AMEX,FS: Credit Cards,Digitas,,,CPM,2011-03-01,2011-06-30,4.0,37441570,,,75000.0,149766.28,0,0,0,0,0,0,38114.7540983607,36885.2459016393,38114.7540983607,36885.2459016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEX BA: Q4 2011,Perf LAL,Perf LAL,Direct UK,AMEX,FS: Credit Cards,Ogilvy,0,,CPM,2011-11-17,2011-12-31,1.45,12311696,,,17895.05,17895.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8660.28956411111,19176.3554633889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEX British Airways- March 2011,Brand LAL,CPMAS,Direct UK,AMEX,FS: Credit Cards,Infectious Media,0,,CPM,2011-03-02,2011-04-30,0.0,0,,,3000.0,2602.9245354,0,0,0,0,0,0,2024.48963052074,2024.48963052074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEX British Airways: May - June 2011,Brand LAL,CPMAS,Direct UK,AMEX,FS: Credit Cards,Infectious Media,0,,CPM,2011-05-05,2011-06-04,0.45,6666667,,,3000.0,355.4717672,0,0,0,0,0,0,0,0,481.60519037532,71.34891709264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMF Bowling: May-July 2012 CPA,Perf LAL,Perf LAL,Inside,AMF Bowling,Travel,Lewis Media and Partners,,,CPA,2012-05-28,2012-07-31,,15428,,,39999.0,39999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461.47692307692,18461.0769230769,19076.4461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-03-29,2011-06-30,4.0,9250000,,,10000.0,37000.0,0,0,0,0,0,0,0,0,5285.71428571429,5115.20737327189,5285.71428571429,5285.71428571429,5115.20737327189,5285.71428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-10-01,2011-12-31,4.0,9250000,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5285.71428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-07-01,2011-09-30,4.0,9250000,,,0.0,20000.0,0,0,0,0,0,0,511.520737327189,5115.20737327189,5285.71428571429,5115.20737327189,5285.71428571429,5285.71428571429,5115.20737327189,5285.71428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-10-01,2011-12-31,4.0,9250000,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5285.71428571429,5115.20737327189,5285.71428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-03-29,2011-06-30,4.0,9250000,,,10000.0,37000.0,0,0,0,0,0,0,511.520737327189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-10-01,2011-12-31,4.0,9250000,,,0.0,0.0,0,0,0,0,0,0,511.520737327189,5115.20737327189,5285.71428571429,5115.20737327189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMResorts 2011 Spring Campaign,Perf LAL,Perf LAL,Inside,AM Resorts,Travel,Harmelin Media,,,CPM,2011-03-29,2011-06-30,4.0,9250000,,,10000.0,37000.0,0,0,0,0,0,0,0,5115.20737327189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amtrak California Fall 2011,Perf LAL,Perf LAL,Inside,Amtrak,FS: Other,Glass Agency,,,CPM,2012-02-27,2012-05-20,12.0,1666667,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.285714285714,7380.95238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ancestry Test: April-May 2011,Perf LAL,Perf LAL,Direct UK,Ancestry,FS: Other,Essence Digital,0,,CPM,2011-04-01,2011-05-31,1.15,3703703,,,4250.0,4249.1986471955,0,0,0,0,0,0,0,3250.74145359588,3359.09950204908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ancestry Test: June-July 2011,Perf LAL,Perf LAL,Direct UK,Ancestry,FS: Other,Essence Digital,0,,CPM,2011-06-01,2011-07-31,1.15,5925926,,,6800.0,2508.28283486778,0,0,0,0,0,0,0,0,0,1918.89804775996,1982.86131601862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX- March/April 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-03-10,2011-04-08,,,,,50000.0,50000.0,0,0,0,0,0,0,36666.6666666667,13333.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - April 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-04-09,2011-05-08,3.5,14285714,,,50000.0,50000.0,0,0,0,0,0,0,0,36666.6666666667,13333.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - August 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-08-01,2011-08-31,3.5,14285714,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - December 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-12-01,2011-12-31,3.25,50461538,,,150000.0,169000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - June/July 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-06-08,2011-07-31,3.5,24285714,,,75000.0,85000.0,0,0,0,0,0,0,0,0,0,36203.7037037037,48796.2962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - May/June 2011 (Value Add),Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-05-09,2011-06-07,3.5,22428571,,,100000.0,75000.0,0,0,0,0,0,0,0,0,57500.0,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - November 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-11-01,2011-11-30,3.5,31428571,,,100000.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - October 2011,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-10-01,2011-10-31,3.5,31428571,,,100000.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX - September 2011 (Value Add) **PAUSED 9/21**,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-09-01,2011-09-30,3.5,31428571,,,100000.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX Test,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2011-02-08,2011-03-09,3.5,7142857,,,25000.0,25000.0,0,0,0,0,0,17500.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMEX Test,Perf LAL,Perf LAL,Inside,APMEX,FS: Other,Direct,,,CPM,2010-12-20,2011-01-31,3.5,7142857,,,25000.0,25000.0,0,0,0,0,18023.2558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Vacations Travel - Q1 (Feb-March) 2012 CPA Extension,Perf LAL,Perf LAL,Inside,Apple Vacation Travel,Travel,The Search Agency,8150,,CPA,2012-02-14,2012-12-31,,,,,6580.0,106580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968.94409937888,4340.0,9316.7701863354,9627.32919254658,9316.7701863354,9627.32919254658,9627.32919254658,9316.7701863354,9627.32919254658,9316.7701863354,9627.32919254658,0,0,0,0,0,0,0,0,0,0,0,0
Apple Vacations Travel - Q1 2012 CPA,Perf LAL,Perf LAL,Inside,Apple Vacation Travel,Travel,The Search Agency,,,CPA,2012-01-13,2012-02-12,,,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6129.03225806452,3870.96774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Vacations Travel - Q3 CPA,Perf LAL,Perf LAL,Inside,Apple Vacation Travel,Travel,The Search Agency,,,CPA,2011-09-05,2011-09-30,,,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AppleVacations_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Apple Vacations,Travel,The Search Agency,15333,,CPA,2013-01-17,2013-03-31,0.0,,,,12500.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533.78378378378,4729.72972972973,5236.48648648649,0,0,0,0,0,0,0,0,0
Ariens - Q4 2011 Snow Test,Perf LAL,Perf LAL,Inside,Ariens Company,Retail,Direct,,,CPM,2011-12-12,2012-02-15,4.0,6250000,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7575.75757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Diamondback - Playoff Campaign *Cancelled on 10/7*,Perf LAL,Perf LAL,Inside,Arizona Diamondbacks,Entertainment,Direct,,,CPM,2011-10-06,2011-10-07,3.5,857143,,,3000.0,609.95,0,0,0,0,0,0,0,0,0,0,0,0,0,609.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Diamondbacks - Holiday Campaign,Perf LAL,Perf LAL,Inside,Arizona Diamondbacks,Entertainment,Direct,,,CPM,2011-11-21,2011-12-24,3.5,714286,,,2500.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735.294117647059,1764.70588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Diamondbacks vs. Pirates - Sept 2011,Perf LAL,Perf LAL,Inside,Arizona Diamondbacks,Entertainment,Direct,,,CPM,2011-09-12,2011-10-01,3.5,1000000,,,2500.0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,3325.0,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Diamondbacks: Ticket Sales,Perf LAL,Perf LAL,Inside,Arizona Diamondbacks,Entertainment,Direct,,,CPM,2011-08-15,2011-08-28,3.5,857143,,,3000.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas Tourism - Fall 2011,Perf LAL,Perf LAL,Inside,Arkansas Tourism,Travel,Direct,,,CPM,2011-08-01,2011-11-28,4.79,3547898,,,17000.0,15786.0,0,0,0,0,0,0,0,0,0,0,0,4391.66666666667,4250.0,4391.66666666667,3966.66666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas Tourism Test,Perf LAL,Perf LAL,Inside,Arkansas Tourism,Travel,Direct,,,CPM,2011-03-16,2011-08-15,,,,,21250.85,21250.85,0,0,0,0,0,0,2222.31111111111,4166.83333333333,4305.72777777778,4166.83333333333,4305.72777777778,2083.41666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Army Recruitment Q3-Q4,Perf LAL,Perf LAL,Direct UK,COI - Army Recruitment,FS: Other,Xaxis,0,,CPM,2011-09-21,2011-11-07,1.45,10191228,,,10200.0,14812.95,0,0,0,0,0,0,0,0,0,0,0,0,4800.4759109375,14881.4753239063,3360.33313765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arraygift.com - Q4 2011,Perf LAL,Perf LAL,Inside,Arraygift.com,FS: Other,Sq1 Agency,,,CPM,2011-11-24,2011-12-26,3.0,16666666,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10606.0606060606,39393.9393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art.com - Evergreen Media ,Perf LAL,Perf LAL,Inside,Art.com,Retail,Black Bag Advertising,,,CPM,2011-10-01,2011-12-31,3.25,19957388,,,141077.0,64862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21855.6739130435,21150.652173913,21855.6739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art.com 2011 Campaign,Perf LAL,Perf LAL,Inside,Art.com,Retail,Black Bag Advertising,,,CPM,2011-10-21,2011-11-21,3.25,4615385,,,15000.0,13747.42,0,0,0,0,0,0,0,0,0,0,0,0,0,4725.675625,10121.8832258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art.com Q4 Media Plan,Perf LAL,Perf LAL,Inside,Art.com,Retail,Black Bag Advertising,,,CPM,2011-11-23,2011-12-31,3.25,4385538,,,4252.58,14252.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4252.58,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Martin - Luxury Cars - Q4 2011 ,Perf LAL,Perf LAL,Inside,Aston Martin,Automotive,USDM,,,CPM,2011-11-07,2011-12-31,4.0,6250000,,,25000.0,56500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22600.0,31845.4545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astral Brands: Pure Minerals CPA March-April 2012,Perf LAL,Perf LAL,Inside,Astral Brands,Retail,Direct,,,CPA,2012-03-23,2012-04-21,15.91,942,,,14987.22,14987.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4496.166,10491.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta CVB - October Eats,Perf LAL,Perf LAL,Inside,Atlanta CVB,Travel,USDM,,,CPM,2011-10-19,2011-10-31,3.5,1428571,,,5000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AtlantaBallet_CPA_Nov2012,Perf LAL,Perf LAL,Inside,Atlanta Ballet,Entertainment,Search Discovery,14041,,CPA,2012-11-30,2012-12-26,5.0,2000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.37037037037,9629.62962962963,0,0,0,0,0,0,0,0,0,0,0,0
Atlantis Paradise Island Q3,Perf LAL,Perf LAL,Inside,Atlantis Paradise Island,Travel,Zimmerman,,,CPM,2011-07-01,2011-07-31,5.0,2000000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantis Paradise Island Q3 - Aug-Sept 2011,Perf LAL,Perf LAL,Inside,Atlantis Paradise Island,Travel,Zimmerman,,,CPM,2011-08-01,2011-09-30,5.0,4000000,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,10163.9344262295,9836.06557377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible - Dec 2011,Perf LAL,Perf LAL,Direct UK,Audible.com,Retail,Blow Fish Digital,0,,CPM,2011-12-01,2011-12-31,1.62,5947368,,,4250.0,9605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14941.05775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible - May 2012,Perf LAL,Perf LAL,Direct UK,Audible.com,Retail,Blow Fish Digital,0,,CPA,2012-05-01,2012-05-31,15.0,667,,,10005.0,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15563.27775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible - Nov 2011,Perf LAL,Perf LAL,Direct UK,Audible.com,Retail,Blow Fish Digital,0,,CPM,2011-11-02,2011-11-30,1.62,3684211,,,4250.0,5950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9255.5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible: June 2012 CPA Campaign,Perf LAL,Perf LAL,Inside,Audible.com,Consumer Electronics,Direct,,,CPA,2012-06-01,2012-06-30,15.0,667,,,10005.0,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible: March - April 2012 CPA Campaign,Perf LAL,Perf LAL,Inside,Audible.com,Consumer Electronics,Direct,,,CPA,2012-03-06,2012-04-05,15.0,667,,,10005.0,20010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9290.35714285714,10719.6428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible: May 2012 CPA Campaign,Perf LAL,Perf LAL,Inside,Audible.com,Consumer Electronics,Direct,,,CPA,2012-05-01,2012-05-31,15.0,667,,,10005.0,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible: Q1 2012 CPA Campaign,Perf LAL,Perf LAL,Inside,Audible.com,Consumer Electronics,Direct,,,CPA,2012-02-06,2012-03-05,15.0,667,,,10005.0,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280.0,1725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible: Q3 2012 CPA Campaign,Perf LAL,Perf LAL,Inside,Audible.com,Consumer Electronics,Direct,,,CPA,2012-07-04,2012-09-30,15.0,2666,,,9990.0,39990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9438.20224719101,10449.4382022472,20102.3595505618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audible: Q4 2012 CPA Campaign,Perf LAL,Perf LAL,Inside,Audible.com,Consumer Electronics,Direct,12659,,CPA,2012-10-01,2012-12-31,15.0,4201,,,30000.0,63015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23576.67,27515.2533333333,11923.0769230769,0,0,0,0,0,0,0,0,0,0,0,0
Audible_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Audible.com,Entertainment,Performance Bridge,14761,,CPA,2013-01-01,2013-01-31,0.0,,,,19995.0,19995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19995.0,0,0,0,0,0,0,0,0,0,0,0
Avaya: Custom Lookalike Campaign,Perf LAL,Perf LAL,Inside,Avaya,FS: Other,iCrossing,,,CPM,2011-07-01,2011-09-30,3.5,16714289,,,60000.0,58500.0,0,0,0,0,0,0,0,0,0,0,19711.9565217391,19711.9565217391,19076.0869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bag Borrow or Steal: CPA July - December 2012,Perf LAL,Perf LAL,Inside,Bag Borrow or Steal,Retail,Direct,10839,,CPA,2012-07-04,2012-12-31,10.0,4500,,,20000.0,65995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11020.0,14060.0,9685.0,6396.0,12213.4426229508,12620.5573770492,0,0,0,0,0,0,0,0,0,0,0,0
Bag Borrow or Steal: CPA May-June 2012,Perf LAL,Perf LAL,Inside,Bag Borrow or Steal,Retail,Direct,,,CPA,2012-05-01,2012-06-30,10.0,2000,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.9344262295,9836.06557377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailey Banks & Biddle: Q3-Q4 2011 *Cancelled on 11/4*,Perf LAL,Perf LAL,Inside,Bailey Banks & Biddle,Retail,iProspect,,,CPM,2011-09-23,2011-11-04,4.0,7113877,,,81979.0,28455.51,0,0,0,0,0,0,0,0,0,0,0,0,5294.04837209302,20514.4374418605,2647.02418604651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker College Online Q3,Perf LAL,Perf LAL,Inside,Baker College Online,Education,Gazillion & One,,,CPM,2011-07-15,2011-09-15,3.5,7142857,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,6746.03174603175,12301.5873015873,5952.38095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barcelo  Hotels - Oct/Nov 2011,Perf LAL,Perf LAL,Direct UK,Barcelo Hotels,Travel,Pod 1,0,,CPM,2011-10-13,2011-11-10,1.45,3200000,,,4624.0,4624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4712.56554482759,2480.29765517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barclay BAU Home Insurance: Oct-Nov 2011,Perf LAL,Perf LAL,Direct UK,BarclayCard,FS: Credit Cards,Walker Media,0,,CPM,2011-10-21,2011-11-30,1.23,4992172,,,6152.85,6152.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2567.84692664634,7003.21889085366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
